ID,Municipality,Contract Type,Fund Source,Serial Number,Description,Year,Contract Awardee,Awardee Headquarters,Date Signed,Estimated Cost,Price,Annex,value,overun_%
693,FERIZAJ,Jobs,Municipal & National Budget,41,"Rregullimi i ndriqimit publik (faza e dyte) i rruges,Kadri Zeka, ne Ferizaj LOT-I-",2011,TONI NNP,Drenas,3-Jun-11,"24,279","24,279.00",0,24279,0
694,FERIZAJ,Supply,Municipal Budget,43,Furnizim te QKMF-se me oksigjen (O2) dhe oksidul per nev.te pacienteve ne Ferizaj,2011,BUBEARI KOMERC NPTSH,Kacanik,3-Jun-11,"8,235","8,235.00",0,8235,0
695,FERIZAJ,Supply,Municipal Budget,44,"Furnizim me mobile per shtepine e Selman Kabashit ne Talinovc, Komuna e Ferizajt",2011,PROFIL STAR DPZ,Ferizaj,6-Jun-11,"5,830","5,830.00",0,5830,0
696,GJAKOVE,Supply,Municipal Budget,26,"""Furnizim me rroba pune""",2011,RREMI E MERITON,Gjakove,6-Jun-11,"1,468","1,468.00",Not Provided,1468,0
697,GJAKOVE,Supply,Donation,27,"""Botimi i librit ""Skivjani-historiku dhe trashegimia kulturore""",2011,ERPO PRINT,Gjakove,6-Jun-11,"1,000","1,000.00",Not Provided,1000,0
698,GJAKOVE,Supply,National Budget,27,"""Botimi i librit ""Skivjani-historiku dhe trashegimia kulturore""",2011,ERPO PRINT,Gjakove,6-Jun-11,"1,200","1,200.00",Not Provided,1200,0
699,GJILAN,Jobs,Not Provided,67,Rregullimi i rrjetit te ujesjellesit te palestrae sporteve,2011,BARDHI NNP,Miresh,6-Jun-11,"5,478","5,477.96",Not Provided,5477.96,0
700,GJILAN,Jobs,Not Provided,65,Rregullimi i rrug[s lidhese n[ fshatin Lladove,2011,KNT QLIRIMI,Livoc I Eperm,6-Jun-11,"6,138","6,138.30",Not Provided,6138.3,0
701,GJILAN,Supply,Not Provided,80,Furnizimi dhe mont.i tabelave si dhe material tjeter te nevojshem per nevoja te Inspeksionit,2011,VIVA PRINT NSH,Gjilan,6-Jun-11,"9,810","9,810.00",Not Provided,9810,0
702,FERIZAJ,Jobs,National Budget,45,"Rregullimi i rrjetit te kanal.fekal ne lagjen Tafalijaj ne Fsh. Komogllave, Komuna e Ferizajt",2011,RAHOVICA COMERC NTP,Ferizaj,7-Jun-11,"32,838","32,838.09",0,32838.09,0
703,FERIZAJ,Jobs,Municipal & National Budget,46,Asfaltimi i rruges nga lagjja Berisha _ Ahikos afer hekurudhes ne Ferizaj,2011,BAGERI NPSH,Ferizaj,7-Jun-11,"49,668","49,668.00",0,49668,0
704,GJAKOVE,Supply,National Budget,22,"""Furnizim me inventar per disa shkolla""",2011,ARDI CONSTRUCT,Gjakove,8-Jun-11,"9,151","9,151.00",Not Provided,9151,0
705,FERIZAJ,Jobs,National Budget,47,"Ndertimi i aneksit te shkolles fillore ne Fshatin Terrn,Komuna Ferizajt",2011,UNITEC GROUP SHPK,Suhareke,9-Jun-11,"142,845","142,845.10",0,142845.1,0
706,FERIZAJ,Services,Municipal Budget,50,"Rrenimi i objekteve me karakter te perkohshem dhe bartjen e mbeturinave nga rruga,Gursel dhe Bajram Sylejmani, ne Ferizaj",2011,AUTOTRANSPORTUES NAIM TOPALLI,Ferizaj,9-Jun-11,"9,984","9,984.00",0,9984,0
707,GJILAN,Jobs,Not Provided,52,"Rregullimi i shesheve,trotuareve me kubza betoni Faza III",2011,EURO TRANS NNT,Gjilan,9-Jun-11,"189,409","189,409.02",Not Provided,189409.02,0
708,GJILAN,Supply,Not Provided,77,Furnizim me pianino dhe tri fizarmonika,2011,TREGTIA LEVIZESE SAFETE BEHLULI,Gjilan,9-Jun-11,"7,935","7,935.00",Not Provided,7935,0
709,FERIZAJ,Jobs,Municipal Budget,51,Rregullimi i rrjetit te kanal. atmosferik dhe asfaltimi i rr. _Qamil Osmani ne Ferizaj,2011,KEMA COMPANY,Lipjani,10-Jun-11,"38,205","38,205.10",0,38205.1,0
710,PRISHTINE,Services,National Budget,111,Dezinfektimi I objekteve te vershuara nga uji,2011,DOCTOR EXTERM,Prishtine,10-Jun-11,"10,000","10,000.00",Not Provided,10000,0
711,GJILAN,Services,Not Provided,43,"Unifikimi i mbishkrimeve mbi emerimin e lagjeve,rrugeve dhe shesheve",2011,VIVA PRINT NSH,Gjilan,13-Jun-11,"132,610","132,610.00",Not Provided,132610,0
712,GJAKOVE,Supply,National Budget,29,"""Furnizim me flamuj shtetror,kombtar dhe shtiza""",2011,NOBELI,Gjakove,15-Jun-11,"4,640","4,640.00",Not Provided,4640,0
713,GJAKOVE,Supply,National Budget,30,"""Furnizim me perde trake",2011,GENCI ROL,Prishtine,15-Jun-11,"9,360","9,360.19",Not Provided,9360.19,0
714,FERIZAJ,Jobs,National Budget,54,_Renovimi i objektit te QMF-se _I- ne Ferizaj,2011,BETONI NNP,Ferizaj,16-Jun-11,"103,751","103,751.15",0,103751.15,0
715,GJAKOVE,Jobs,National Budget,31,"""Renovimi i nxemjes qendrore ne disqa shkolla""",2011,FANKER,Gjakove,16-Jun-11,"6,600","6,600.00",Not Provided,6600,0
716,FERIZAJ,Supply,Municipal Budget,55,"Furn.me vula zyrtare per nev.e adm.kom,QKMF instit. tjera qe menagjohen nga Komuna e Ferizajt",2011,INTERGRAF NTP,Ferizaj,17-Jun-11,"2,250","2,250.00",0,2250,0
717,PRISHTINE,Services,National Budget,108,Servisimi i automjeteve Reno te Komunes,2011,RENAULT CENTR,Prishtine,17-Jun-11,"10,000","10,000.00",Not Provided,10000,0
718,FERIZAJ,Services,Municipal Budget,56,"Transp.sport.K.hendb,Kast.dhe K.futb. te Fe, ne relac.Fe- Peje Mitr.Sll Fe-Pr dhe Merd.",2011,ARBENI TOURS NT,Ferizaj,20-Jun-11,"1,630","1,630.00",0,1630,0
719,GJAKOVE,Jobs,National Budget,34,"""Instalimi i ngrohjes qendrore ne AMF-ne ne Novoselle""",2011,MAGG HOLDING,Gjakove,20-Jun-11,"8,987","8,987.10",Not Provided,8987.1,0
720,GJILAN,Jobs,Not Provided,62,Mirembajtja verore e rrugeve,2011,TALI,Gjilan,21-Jun-11,"292,092","292,092.00",Not Provided,292092,0
721,FERIZAJ,Jobs,Municipal & National Budget,61,"Rregullimi i rrjetit te kanalizimit fekal ne Fshatin Mirashe, Komuna e Ferizajt",2011,KUSHTRIMI NM NTSH,Viti,23-Jun-11,"202,470","202,469.57",0,202469.57,0
722,FERIZAJ,Jobs,Municipal Budget,62,Asfaltimi i rruges se re per QKMF-IV- ne Ferizaj,2011,COMPANY MURSELI,Kacanik,23-Jun-11,"48,789","48,789.00",0,48789,0
723,GJILAN,Jobs,Not Provided,86,RRegullimi i drenazhimitdhe vendosja e barit te ri ne stadionin e qytetit,2011,COMPACT GROUP,Gjilan,24-Jun-11,"151,236","151,236.00",Not Provided,151236,0
724,VITI,Jobs,Not Provided,18,Ngjyrosja e fasadave te ndertesave ne qender te qytetit -Viti,2011,ART PROJEKT NNP,Viti,25-Jun-11,"38,881","38,880.90",0,38880.9,0
725,FERIZAJ,Jobs,National Budget,63,"Rregullimi i bustit te poetit J.De Rades ne sh. f.,J.De Rada, ne Ferizaj",2011,NOLI S NNP,Ferizaj,27-Jun-11,"1,984","1,983.84",0,1983.84,0
726,PRISHTINE,Jobs,National Budget,122,Fasadimi pune shtese,2011,BENI CONSTRUCTION NN,Viti,27-Jun-11,"10,778",Not Provided,"10,778.40",10778.4,0
727,FERIZAJ,Services,National Budget,66,Sherbimet konsulente lidhur me aplikimin me projekt ne grantin e IPA-se,2011,T-CONSULTING NSH,Gjilan,28-Jun-11,"1,500","1,500.00",0,1500,0
728,FERIZAJ,Jobs,National Budget,67,"Renovimi i sh.f.,K. Kristoforidhi, ne Fsh.Nerodime, Komuna e Ferizaj",2011,IMPACT SHPK,Shtime,28-Jun-11,"59,012","59,011.66",0,59011.66,0
729,GJILAN,Supply,Not Provided,81,Furnizim me rekuizita sportive dhe tonere,2011,ABC NTP,Gjilan,28-Jun-11,"6,831","6,830.70",Not Provided,6830.7,0
730,GJILAN,Services,Not Provided,83,Dezinsektimi dhe dezinfektimi,2011,FAUNA NTSH,Gjilan,29-Jun-11,"6,499","6,499.25",Not Provided,6499.25,0
731,GJILAN,Jobs,Not Provided,74,Asfaltimi i rr.ne fshatin Velekinc-Depoja Rajonale,2011,TALI SHPK,Gjilan,29-Jun-11,"74,563","74,563.00",Not Provided,74563,0
732,GJILAN,Services,Not Provided,28,Pastrimi i disa shkollave LOT II,2011,ARIANITI A,Gjilan,4-Jul-11,"38,543","38,543.30",Not Provided,38543.3,0
733,FERIZAJ,Jobs,National Budget,72,"Renovimi i sh.f.ne Fshatin Lloshkobare, Komuna e Ferizajt,LOT-II-",2011,BARDHI NTP,Ferizaj,5-Jul-11,"8,880","8,880.00",0,8880,0
734,FERIZAJ,Jobs,Municipal Budget plus Donation,73,"Asfaltimi i rr.lagjja e Hashaneve Fsh.Greme, Komuna Ferizajt LOT-I-",2011,ESKAVATORI COMPANY,Ferizaj,5-Jul-11,"83,993","83,993.20",0,83993.2,0
735,FERIZAJ,Jobs,Municipal Budget plus Donation,74,"Asfaltimi i rr.lagjja Haxhimuseve ne Fsh.Doganaj, Komunen e Ferizajt LOT-II-",2011,ESKAVATORI COMPANY,Ferizaj,5-Jul-11,"19,352","19,351.75",0,19351.75,0
736,FERIZAJ,Supply,Municipal Budget,85,"Furn.me ushqim, pije mjete higjienike etj.Per kampingun e Jezercit 2011",2011,GJELLTORE BUDAKI DPH,Ferizaj,6-Jul-11,"9,980","9,980.00",0,9980,0
737,GJILAN,Supply,Not Provided,92,Furnizim me inventar Drejtoratete,2011,PELLUMBI NTP,Gjilan,6-Jul-11,"3,574","3,574.00",Not Provided,3574,0
738,FERIZAJ,Jobs,Municipal & National Budget plus Donation,75,Shtruarja e rrugeve me kubeza ne Ferizaj LOT-I-,2011,GERLICA COMPANY SHPK,Ferizaj,7-Jul-11,"48,240","48,240.19",0,48240.19,0
739,FERIZAJ,Jobs,Municipal & National Budget plus Donation,76,Shtruarja e rrugeve me kubeza ne Ferizaj LOT-II-,2011,UNITEC GROUP SHPK,Suhareke,7-Jul-11,"21,497","21,497.39",0,21497.39,0
740,GJILAN,Supply,Not Provided,66,dIZAJNIMI I MATERIALEVE TE NDRYSHME z.kRYETARIT,2011,PROVIEW NSH,Gjilan,7-Jul-11,"6,237","6,236.90",Not Provided,6236.9,0
741,GJAKOVE,Supply,National Budget,35,"""Furnizim me automjete per nevojat e Komunes se Gjakoves""",2011,PORSCHE KOSOVA,_agllavice,11-Jul-11,"82,320","82,320.00",Not Provided,82320,0
742,GJAKOVE,Supply,National Budget,28,"""Furnizim me dy automjete per nevojat e Komunes se Gjakoves""",2011,GOLF X,Gjakove,18-Jul-11,"47,700","47,700.00",Not Provided,47700,0
743,GJAKOVE,Services,National Budget,40,"""Ruajtja e automjeteve te sekuestruara nga policia""",2011,GOLF X,Gjakove,18-Jul-11,"9,180","9,180.00",Not Provided,9180,0
744,GJILAN,Jobs,Not Provided,96,Rregullimi i drenazhimit dhe vendosja e barit te gatshem (te ri) ne stadionin e qytetit _ plotesim projekti me sistem te ujitjes,2011,DPT GORENJE,Gjilan,19-Jul-11,"39,514","39,514.40",Not Provided,39514.4,0
745,GJAKOVE,Supply,Municipal Budget,32,"""Furnizim me mikset per zerim""",2011,ALMIRI AS,Gjakove,20-Jul-11,"1,560","1,560.00",Not Provided,1560,0
746,GJILAN,Services,Not Provided,78,"Pastrimi i rrugve,trotuareve dhe mirembajtja e varrezave",2011,KRM HIGJIENA,Gjilan,20-Jul-11,"162,336","162,336.41",Not Provided,162336.41,0
747,FERIZAJ,Supply,National Budget,95,"Furnizim me material ndertimor per rregullimin e oborrit ambientit te sh.f.,Ahmet Hoxha, ne Ferizaj",2011,COMPANY MURSELI,Kacanik,22-Jul-11,"9,994","9,994.07",0,9994.07,0
748,GJILAN,Jobs,Not Provided,64,Ndriqimi publik n[ fshatra dhe disa lagje te qytetit faza e III-t,2011,TERMOMONTIMI,Prishtine,29-Jul-11,"46,196","46,196.39",Not Provided,46196.39,0
749,VITI,Services,Not Provided,20,Perkthimi i materialit te planit zhvillimor prej gjuhes Shqipe ne gjuhen Serbe,2011,VIP TRAVELL,Prishtine,29-Jul-11,"2,394","2,394.00",0,2394,0
750,FERIZAJ,Jobs,Municipal & National Budget,101,"Asfaltimi i rruges ne Fshatin Prelez i Jerlive, Komuna e Ferizajt",2011,STRASSEN & TIEFBAU NNP,Ferizaj,1-Aug-11,"96,109","96,109.00",0,96109,0
751,FERIZAJ,Supply,National Budget,102,Furnizim me shoqeri te bleteve per fermeret e Komunes se Ferizajt,2011,BLETARIA NPT,Ferizaj,1-Aug-11,"25,440","25,440.00",0,25440,0
752,PRISHTINE,Jobs,National Budget,163,Mirembajtja e gjelbrimit ne parqet e Prishtines,2011,HORTIKULTURA,Prishtine,1-Aug-11,"45,000",Not Provided,"45,000.00",45000,0
753,GJAKOVE,Supply,Municipal Budget,25,"""Furnizim me material ushqimore dhe higjenik,mishdhe buke per nevojat e KK Gjakove""-pj.I & pj.IV",2011,DUJAKA LUX,Dardani,1-Aug-11,"50,000","50,000.00",Not Provided,50000,0
754,GJAKOVE,Supply,Municipal Budget,25,"""Furnizim me material ushqimor,higjenik,mish dhe buke per nevojat e KK Gjakove""-pj.II",2011,MABES,Gjakove,1-Aug-11,"5,000","5,000.00",Not Provided,5000,0
755,GJAKOVE,Jobs,National Budget,37,"""Ndertimi - asfaltimi I rruges lokale ne fshatin Vraniq""",2011,EUROASPHALT,Gjakove,1-Aug-11,"77,333","77,332.80",Not Provided,77332.8,0
756,GJILAN,Services,Not Provided,82,Bartja e automjeteve me merimange,2011,AUTO BULI NTSH ,Gjilan,1-Aug-11,"1,008","1,008.00",Not Provided,1008,0
757,FERIZAJ,Jobs,Municipal & National Budget,104,"LOT-II-Rregullimi i rrjetit te kan.fekal ne Fshatrat Sazli dhe Papaz,Komuna e Ferizajt",2011,GJASHTE VELLEZRIT BATATINA,Podujeve,3-Aug-11,"39,742","39,742.26",0,39742.26,0
758,GJILAN,Supply,Not Provided,103,Furnizim me istrument per matjen e zhurmes,2011,NAS SYSTEMS NTP,Gjilan,4-Aug-11,"4,725","4,725.00",Not Provided,4725,0
759,GJILAN,Jobs,Not Provided,50,"Ndertimi i trafostacioneve ne fshatin Malisheve e Eperme, Jabuq dhe ne lagjen _Arberia 1 dhe 2",2011,BAGDAT NTSH,Viti,4-Aug-11,"122,133","122,133.11",Not Provided,122133.11,0
760,GJAKOVE,Supply,National Budget,39,"""Furnizim me dru per ngrohje(bungu) per nevojat e Komunes se Gjakoves""",2011,BUSHGEGU,Prishtine,5-Aug-11,"80,506","80,505.60",Not Provided,80505.6,0
761,FERIZAJ,Jobs,Municipal Budget,108,"Realizimi i vepres ne skulpture _ bronz, shtatore, kushtuar deshmorit te Kombit - Rexhep BISLIMI",2011,Z MAKSIM MERO,Tirane,8-Aug-11,"42,000","42,000.00",0,42000,0
762,GJILAN,Jobs,Not Provided,69,Rregullimi i rrjetit te ujesjellsit ne fsh.Kmetoc,2011,KNTSHTEUTA-M,Gjilan,8-Aug-11,"56,295","56,295.04",Not Provided,56295.04,0
763,GJAKOVE,Supply,National Budget,45,"""Furnizim me ngjyra per shkollat e Komunes se Gjakoves""",2011,KORBEN,Gjakove,11-Aug-11,"9,800","9,800.00",Not Provided,9800,0
764,GJILAN,Supply,Not Provided,104,Furnizim me nje motor per veturen Polo 1.2,2011,DPZ FATMIRI,Gjilan,11-Aug-11,"2,480","2,480.00",Not Provided,2480,0
765,GJILAN,Jobs,Not Provided,97,Rregullimi i shtratitte lumit mirusha-plotesim projekti,2011,KNT QLIRIMI,Livoc I Eperm,11-Aug-11,"121,038","121,037.92",Not Provided,121037.92,0
766,GJILAN,Services,Not Provided,32,"Plani rregullues ""Livadhet e Arapit""",2011,URBAN PLUS NPSH,Prishtine,12-Aug-11,"43,000","43,000.00",0,43000,0
767,GJILAN,Services,Not Provided,32,Planet rregullative Qarku 1,2011,LINPROJECT,Mitrovice,12-Aug-11,"38,400","38,400.00",0,38400,0
768,GJILAN,Services,Not Provided,32,Planet rregullative Campi Montith,2011,XLARCHITECTS,Prishtine,12-Aug-11,"49,764","49,764.00",0,49764,0
769,GJILAN,Services,Not Provided,44,Projektet investivo teknike Lot 1 (ndertimi ilarte),2011,VIZION PROJEKT,Prishtine,12-Aug-11,"64,848","64,847.50",0,64847.5,0
770,GJILAN,Services,Not Provided,32,"Plani rregullues "" Qarku 2""",2011,PRIMA ENGINERING NTP,Prishtine,12-Aug-11,"52,500","52,500.00",Not Provided,52500,0
771,FERIZAJ,Jobs,Municipal & National Budget,114,"Shtruarja me kubeza e 6 (gjashte) rrugeve ne Ferizaj LOT II rr.,Vellezrit Xhakli, rr.,Ali Azemi, rr.,Kuvendi I Ferizajt,",2012,GERLICA COMPANY SHPK,Ferizaj,14-Aug-11,"26,998","26,997.74",0,26997.74,0
772,GJAKOVE,Services,National Budget,42,"""Mirembajtja e objektit te Komunes se Gjakoves""",2011,NETWORK,Dechan,15-Aug-11,"56,963","56,962.56",Not Provided,56962.56,0
773,GJILAN,Services,Not Provided,91,Sigurimi i automjeteve te KK-Gjilan,2011,CROATIA SIGURIMI SHA,Prishtine,16-Aug-11,"13,302","13,302.36",0,13302.36,0
774,GJILAN,Supply,Not Provided,105,Furnizimi dhe montimi i parketit palestra e sporteve M.Zajmi,2011,MABB CONSTRUCTION,Gjilan,16-Aug-11,"9,956","9,956.00",0,9956,0
775,GJILAN,Services,Not Provided,32,"Plani Rregullues ""Arberia 1""",2011,HIDROING DK,Prishtine,17-Aug-11,"40,000","40,000.00",0,40000,0
776,FERIZAJ,Supply,National Budget,111,Furnizimi dhe pergaditja e ushqimit te bleteve per sezonin e dimrit,2011,BLETARIA NPT,Ferizaj,18-Aug-11,"2,410","2,410.00",0,2410,0
777,FERIZAJ,Supply,National Budget,112,"Furnizim me material ne sh.f.ne Fshatin Manastirc, Komuna e Ferizajt",2011,EURO COOP NTP,Shtime,18-Aug-11,"2,760","2,760.00",0,2760,0
778,FERIZAJ,Jobs,National Budget,113,"Renovimi i objektit te shkolles fillore,Konstantin Kristoforidhi, ne Fshatin Nerodime, Komuna e Ferizajt pjesa e I (e pare)",2011,IMPACT SHPK,Shtime,18-Aug-11,"9,912","9,911.90",0,9911.9,0
779,FERIZAJ,Jobs,Municipal & National Budget,114,"_Rregullimi i trotuarit ne rrugen,Brahim Ademi, ne Ferizaj,",2011,GERLICA COMPANY SHPK,Ferizaj,19-Aug-11,"94,953","94,953.00",0,94953,0
780,FERIZAJ,Supply,National Budget,115,"Furnizim me gypa dhe shirit te tokezimit per ndriqim publik ne rrugen,Epopeja e Jezercit, ne Ferizaj",2011,ESKAVATORI COMPANY,Ferizaj,19-Aug-11,"9,696","9,695.73",0,9695.73,0
781,GJILAN,Supply,Not Provided,114,Furnizim me fletore pune Drejtorati i Arsimit,2011,CONTRAST NPT,Prishtine,23-Aug-11,"5,280","5,280.00",0,5280,0
782,GJILAN,Supply,Not Provided,95,Furnizim me material Higjenik-sanitar,2011,EUROTEC NT,Gjilan,23-Aug-11,"38,052","38,051.80",0,38051.8,0
783,PRISHTINE,Jobs,National Budget,138,Punet shtese per ndertimin banesave per invalidet e luftes,2011,STANDARD,Prishtine,24-Aug-11,"48,061",Not Provided,"48,061.12",48061.12,0
784,GJILAN,Design Contest,Not Provided,110,Hartimi i Projekteve te elektrikes,2011,V3 ING NTP,Prishtine,24-Aug-11,"8,800","8,800.00",0,8800,0
785,FERIZAJ,Services,National Budget,123,Vendosja e grilave ne dyer dhe dritare te zyrave te gjendjes civile-Ferizaj,2011,DONELI NN,Ferizaj,25-Aug-11,"4,545","4,545.00",0,4545,0
786,VITI,Services,Not Provided,41,TRANSPORTI I NXeNeSVE Ne RELACIONIN LETNICe STUBeLL E EPeRME DHE ANASJELLTAS,2011,BENI KOMERC,Viti,25-Aug-11,"4,800","4,800.00",0,4800,0
787,VITI,Services,Not Provided,42,Transporti i nxenesve ne relacionin Debellde-Viti dhe anasjelltas,2011,KOMBI TAXI IDRIZ ISMAJLI,Viti,25-Aug-11,"7,440","7,440.00",0,7440,0
788,VITI,Services,Not Provided,43,TRANSPORTI I NXeNeSVE Ne RELACIONIN SAMAKOV-VITI DHE ANASJELLTAS,2011,RADIO TAXI SAMAKOVA,Viti,25-Aug-11,"4,500","4,500.00",0,4500,0
789,VITI,Services,Not Provided,44,TRANSPORTI I NXeNeSVE Ne RELACIONIN PODGORC- VITI DHE ANASJELLTAS,2011,KOMBI TAXI FADIL HAZIRI,Viti,25-Aug-11,"3,600","3,600.00",0,3600,0
790,VITI,Services,Not Provided,45,"Transporti i nxenesve ne relacionin Kllokot-Prizeren, dhe Anasjelltas dhe ne Relacionin Gjilan-Peje dhe Anasjelltas",2011,MERKATORI SHA,Gjilan,25-Aug-11,"5,760","5,760.00",0,5760,0
791,GJILAN,Jobs,Not Provided,117,Punimi i kaptazhes per ujesjellsin - Pograxh,2011,KBK KOSMAQI,Negrovc,26-Aug-11,"9,981","9,981.00",0,9981,0
792,GJILAN,Supply,Not Provided,71,Furnizim me druj dekorativ kontrat Krniz,2011,QENDRA KOPSHTARE NPSH,Koretin,26-Aug-11,"251,493","251,493.40",0,251493.4,0
793,GJILAN,Supply,Not Provided,121,"Furnizim me derrasa te bankave, ulese dhe mbeshtetese per karrikave per nevoja te Drejtoratit te Arsimit",2011,METALI NTP ,Pozharan,26-Aug-11,"9,850","9,850.00",0,9850,0
794,GJILAN,Jobs,Not Provided,115,Rrenimi i qerdhes se femijeve Ardhmeria I-Gjilan,2011,COMPANY BEJTA COMMERC,Gjilan,29-Aug-11,"6,500","6,500.00",Not Provided,6500,0
795,VITI,Supply,Not Provided,47,"Furnizim me Rekuizita sportive per nevojat e Drejtoris se Kultures, Rinis dhe Sportit",2011,SPORTI NTSH,Viti,29-Aug-11,"9,975","9,975.00",0,9975,0
796,GJILAN,Jobs,Not Provided,118,Punimi i rrethojes metalike sh.f.Cerrnic,2011,METALIKU NZP,Gjilan,1-Sep-11,"9,983","9,983.18",Not Provided,9983.18,0
797,GJILAN,Supply,Not Provided,101,Furnizim me thengjill guri Lot II,2011,METALI NTP ,Pozharan,2-Sep-11,"18,000","18,000.00",Not Provided,18000,0
798,GJILAN,Supply,Not Provided,101,Furnizim me dru Ahu perngrohje,2011,PYLLA NT,Gjilan,2-Sep-11,"124,800","124,800.00",Not Provided,124800,0
799,GJAKOVE,Jobs,Municipal Budget,55,"""Instalimi i ngrohjes qendrore ne AMF-ne ne Damjan""",2011,MAGG HOLDING,Prishtine,6-Sep-11,"9,745","9,745.35",Not Provided,9745.35,0
800,GJILAN,Supply,Not Provided,113,Furnizim me material riparues teknik,2011,TONI IMPEX NT,Gjilan,8-Sep-11,"35,422","35,421.70",Not Provided,35421.7,0
801,GJILAN,Jobs,Not Provided,89,Rregullimi i shtratit te lumit Baja,2011,ART PROJEKT NNP,Viti,8-Sep-11,"216,740","216,740.45",Not Provided,216740.45,0
802,GJILAN,Jobs,Not Provided,94,"Plotesim projekti per rregullimin e salles se edukates fizike,cerdhes se femijeve parashkollore dhe nderrimi i mbuleses te sh.f. ne fshatin Malisheve",2011,CDC NPN,Gjilan,8-Sep-11,"49,771","49,770.96",Not Provided,49770.96,0
803,GJILAN,Jobs,Not Provided,112,"RRegullimi i infrastruktures per nevoja te sh.f. ""Agim Ramadani""ne fsh.Zheger",2011,MAGJISTRALJA NNT,Gjilan,9-Sep-11,"32,592","32,592.41",Not Provided,32592.41,0
804,GJILAN,Jobs,Not Provided,99,Fasadimi i objekteve kolektive ne lagjen Iliria,2011,ENGRUP SHPK,Prishtine,9-Sep-11,"99,558","99,557.72",Not Provided,99557.72,0
805,GJILAN,Services,Not Provided,44,Hartimi i projekteve te dokumentacionit investivo - teknik Gjeodezi Lot IV,2011,GEO KOS NSH,Gjilan,12-Sep-11,"56,436","56,436.25",Not Provided,56436.25,0
806,GJILAN,Jobs,Not Provided,134,Rregullimi i kulmit te qerdha Ardhmeria II dhe Intexh,2011,GJILANI COM,Gjilan,14-Sep-11,"4,353","4,352.90",Not Provided,4352.9,0
807,GJILAN,Supply,Not Provided,125,Furnizim me uje dhe rregullimi i sistemit te ujitjes se stadiumit FSK-s,2011,DPT GORENJE,Gjilan,15-Sep-11,"8,791","8,791.00",Not Provided,8791,0
808,FERIZAJ,Jobs,National Budget,134,"Renovimi i shkolles fillore,Dy Deshmoret, Talinoc i Muhaxhereve Komuna e Ferizajt",2011,TERMO COM NNP ,Prishtine,16-Sep-11,"8,390","8,390.00",0,8390,0
809,FERIZAJ,Jobs,Municipal & National Budget,135,Riparimi i rrjetit kanalizimit fekal dhe atmosferik ne rruget qe lidhin rr.V.Gervalla me rr. E.Duraku _ne Ferizaj,2011,PAPENBURG & ADRIANI,Ferizaj,16-Sep-11,"9,905","9,904.94",0,9904.94,0
810,GJAKOVE,Jobs,National Budget,52,"""Ndertimi-asfaltimi i rruges lokale Novoselle e Poshtme-Palabardhe""",2011,GASHI ING NNTPP,Suhareke,19-Sep-11,"171,718","171,717.76",Not Provided,171717.76,0
811,GJILAN,Jobs,Not Provided,116,Projekte te vogla - pune publike ne infrastruktiure,2011,BARDHI NNP,Miresh,20-Sep-11,"115,523","115,522.79",Not Provided,115522.79,0
812,GJILAN,Services,Not Provided,85,Hartimi i elaboratit te eksproprijimit te rruges Qarkore ne Gjilan,2011,GJEOTEKNIKA SHPK,Pozharan,20-Sep-11,"9,360","9,360.00",Not Provided,9360,0
813,GJAKOVE,Supply,Municipal Budget,54,"""Furnizim me fidane te drunjeve dhe luleve dekorative""",2011,PARKU,Koretin,21-Sep-11,"20,000","20,000.00",Not Provided,20000,0
814,GJILAN,Supply,Not Provided,111,Furnizim me material reklamues per nevoja te zyres se Kryetarit,2011,SG VISUEL MEDIA,Viti,21-Sep-11,"24,710","24,710.00",Not Provided,24710,0
815,GJILAN,Jobs,Not Provided,127,Rregullimi i oborrit dhe hapsires te kisha S.Nikolla Gjilan,2011,MAGJISTRALJA NNT,Gjilan,21-Sep-11,"37,791","37,791.30",Not Provided,37791.3,0
816,FERIZAJ,Supply,National Budget,141,Furnizim me material per kyqjen ne rrjetin elektrik te objektit te Insineratorit- QMF I ne Ferizaj,2011,ELEKTRO AM NTSH,Ferizaj,23-Sep-11,"2,375","2,375.10",0,2375.1,0
817,FERIZAJ,Supply,Municipal Budget,142,Furnizim me gypa polietilen dhe metali per largimin e ujerave atmosferike ne rr. e U_K-se ne Ferizaj,2011,PAPENBURG & ADRIANI,Ferizaj,23-Sep-11,"9,926","9,925.50",0,9925.5,0
818,FERIZAJ,Supply,National Budget,143,"Furnizim me material per kyqjen ne kanalizim fekal te shk.f. ne Fshatin Muhoc, Komuna e Ferizajt",2011,AR SIMI NTP,Ferizaj,23-Sep-11,"1,950","1,950.00",0,1950,0
819,GJILAN,Services,Not Provided,107,Marrja e lokalit me qira Qerdhja Ardhmeria I-Gjilan,2011,QEMAJL SPAHIU,Unknown,26-Sep-11,"1,800","1,800.00",Not Provided,1800,0
820,GJILAN,Jobs,Not Provided,126,Prerja e drunjeve dhe pastrimi i teren te sh.m. Arberia,2011,MIZI NPSH ,Zhegar,29-Sep-11,"9,750","9,750.00",Not Provided,9750,0
821,GJILAN,Jobs,Not Provided,120,"Rregull. i infrastruktures se rr. ""Halim Orana"",""Fehmi Agani"" dhe rruga ""Jugu 1"" plotesim projekti Lot 1",2011,PAPENBURG & ADRIANI,Ferizaj,29-Sep-11,"126,486","126,486.06",Not Provided,126486.06,0
